id,company,title,totalyearlycompensation,location,yearsofexperience,yearsatcompany,basesalary,stockgrantvalue,bonus
340,Amazon,Product Manager,180000,"Boston, MA",13,1,145000,11000,25000
341,Amazon,Software Engineer,650000,"Seattle, WA",8,8,0,0,0
342,Google,Software Engineer,199000,"San Francisco, CA",1,0,135000,44000,20000
343,Capital One,Software Engineer,154000,"Mc Lean, VA",12,0,140000,0,14000
344,Microsoft,Software Engineer,210000,"Redmond, WA",30,18,162000,24000,24000
345,Yelp,Software Engineer,200000,"San Francisco, CA",4,3,150000,50000,10000
346,Nike,Software Engineer,131000,"Portland, OR",4,0,131000,0,0
347,Google,Software Engineer,330000,"Kirkland, WA",20,6,160000,140000,30000
348,Google,Software Engineer,660000,"San Jose, CA",10,3,0,0,0
349,Microsoft,Software Engineer,181000,"Redmond, WA",3,0,147000,75000,40000
350,Amazon,Software Engineer,220000,"Seattle, WA",8,0,150000,10000,60000
351,Mckinsey & Company,Product Manager,190000,"Seattle, WA",9,5,150000,0,40000
352,Microsoft,Software Engineer,175000,"Redmond, WA",5,2,141000,10000,24000
353,Netflix,Software Engineer,346000,"Los Gatos, CA",3,0,330000,16000,0
354,Amazon,Software Engineer,288000,"Sunnyvale, CA",13,0,180000,264000,160000
355,Microsoft,Product Manager,293000,"Boulder, CO",16,5,183000,60000,50000
356,Microsoft,Software Engineer,135750,"Redmond, WA",2,0,120000,15000,12000
357,Microsoft,Software Engineer,238000,"Sunnyvale, CA",10,5,178000,35000,25000
358,Amazon,Product Manager,255000,"Sunnyvale, CA",10,2,163000,32000,45000
359,Oracle,Software Engineer,300000,"Seattle, WA",19,1,185000,115000,0
360,Intel,Software Engineer,196000,"Sunnyvale, CA",0,2.5,153000,15000,28000
361,Twitter,Software Engineer,270000,"San Francisco, CA",7,4,144000,126000,0
362,Apple,Software Engineer,230000,"Cupertino, CA",10,1,155000,80000,15000
363,Microsoft,Software Engineer,350000,"Redmond, WA",20,20,190000,75000,38000
364,Microsoft,Software Engineer,177000,"Redmond, WA",6,4.5,145000,100000,30000
365,Workday,Software Engineer,200000,"Pleasanton, CA",7,1,150000,150000,80000
366,Google,Software Engineer,423000,"Mountain View, CA",9,0,180000,900000,15000
367,Facebook,Product Manager,514000,"Menlo Park, CA",15,0,220000,250000,44000
368,Microsoft,Software Engineer,155500,"Redmond, WA",2,0,130000,12500,13000
369,Intel,Product Manager,126000,"Santa Clara, CA",1,3,0,0,0
370,Tesla,Software Engineer,325000,"Fremont, CA",10,1,180000,100000,45000
371,Qualcomm,Software Engineer,129000,"San Diego, CA",4,4,109000,10000,10000
372,Microsoft,Software Engineer,195000,"Seattle, WA",2,0,130000,31250,33000
373,Nike,Software Engineer,125000,"Beaverton, OR",20,4,109000,0,16000
374,Microsoft,Software Engineer,200000,"Redmond, WA",6,0,137000,17500,13700
375,Capital Group,Software Engineer,240000,"Irvine, CA",18,4,168000,30000,40000
376,Linkedin,Software Engineer,300000,"San Francisco, CA",7,0,180000,350000,75000
377,amazon,Product Manager,580000,"Seattle, WA",12,10,0,0,0
378,Oath,Software Engineer,280000,"San Francisco, CA",9,1,0,0,0
379,Google,Software Engineer,227000,"New York, NY",4,2,137000,65000,24500
380,Google,Product Manager,900000,"Mountain View, CA",18,2,210000,600000,90000
381,Microsoft,Software Engineer,166000,"Seattle, WA",5,5,125000,29000,13000
382,Liberty Mutual,Product Manager,220000,"Seattle, WA",12,2,180000,0,40000
383,Microsoft,Software Engineer,135000,"Redmond, WA",3,1,0,0,0
384,Apple,Software Engineer,162000,"Sunnyvale, CA",0,0,117000,100000,15000
385,Oracle,Software Engineer,205000,"San Jose, CA",1,1,155000,50000,0
386,Microsoft,Software Engineer,150000,"Bellevue, WA",2.5,2.5,115000,25000,10700
387,Intel,Software Engineer,220000,"Santa Clara, CA",4,4,170000,20000,30000
388,Google,Software Engineer,400000,"Mountain View, CA",7,7,0,0,0
389,Microsoft,Software Engineering Manager,320000,"New York, NY",15,10,275000,25000,20000
390,Amazon,Software Engineer,175000,"Seattle, WA",9,2,152000,12000,10000
391,eBay,Software Engineer,240000,"San Jose, CA",14,0,185000,100000,30000
392,Splunk,Software Engineer,290000,"San Jose, CA",3,0,180000,85000,25000
393,Amazon,Product Manager,174000,"Seattle, WA",10,1,145000,80000,0
394,Google,Software Engineer,180000,"London, EN, United Kingdom",3,3,0,0,0
395,Microsoft,Software Engineer,280000,"Seattle, WA",15,9,201000,45000,45000
396,Apple,Software Engineer,151000,"Cupertino, CA",0,0,125000,26250,0
397,Microsoft,Software Engineer,162000,"Redmond, WA",0,0,108000,120000,35000
398,Amazon,Software Engineering Manager,300000,"Seattle, WA",10,1,160000,320000,200000
399,Mutual of Omaha,Software Engineer,105000,"Omaha, NE",2,2,93000,0,12000
400,Zendesk,Software Engineer,166000,"San Francisco, CA",3.8,0.1,130000,36000,0
401,Amazon,Software Engineer,275000,"Palo Alto, CA",3,3,150000,100000,20000
402,Salesforce,Software Engineer,220000,"San Francisco, CA",8,5,170000,25000,25500
403,Microsoft,Software Engineer,160000,"San Francisco, CA",8,1,131000,7000,13000
404,Google,Software Engineer,196000,"Mountain View, CA",1,3,118000,60000,18000
405,Intuit,Software Engineer,205000,"Mountain View, CA",3,3,145000,40000,20000
406,Amazon,Software Engineer,195000,"Seattle, WA",20,2,140000,15000,40000
407,Google,Product Manager,690000,"Seattle, WA",12,7,225000,275000,75000
408,samsung,Software Engineering Manager,280000,"San Jose, CA",30,5,225000,0,55000
409,Microsoft,Software Engineer,340000,"Redmond, WA",8,1,200000,100000,40000
410,Yahoo,Software Engineer,160500,"Sunnyvale, CA",0.58,0.58,128000,13000,19200
411,Oracle,Software Engineering Manager,340000,"Redwood City, CA",16,15,206000,134000,0
412,Qualcomm,Software Engineer,240000,"Santa Clara, CA",15,6,0,0,0
413,Splunk,Software Engineer,160000,"Seattle, WA",5,3,0,0,0
414,Google,Software Engineer,208000,"Mountain View, CA",0,0,116000,65000,17000
415,Amazon,Software Engineer,240000,"Seattle, WA",5.5,5.5,130000,110000,0
416,Autodesk,Software Engineer,131000,"San Francisco, CA",3,3,122000,0,9000
417,Samsung,Software Engineer,180000,"San Francisco, CA",5,2,0,0,0
418,Cisco,Software Engineer,165000,"Waltham, MA",10,1,131000,15000,20000
419,Cisco,Software Engineering Manager,132000,"Philadelphia, PA",7,2,115000,0,15000
420,LinkedIn,Data Scientist,233000,"San Francisco, CA",4,0,162000,220000,10000
421,Credit Karma,Software Engineer,200000,"San Francisco, CA",3,3,0,0,0
422,Dell Technologies,Software Engineer,165000,"San Francisco, CA",4,4,0,0,0
423,Peloton,Software Engineer,175000,"San Francisco, CA",1.5,1.5,0,0,0
424,Amazon,Software Engineer,200000,"Seattle, WA",6,3,0,0,0
425,Amazon,Software Engineer,230000,"Seattle, WA",9,4,0,0,0
426,Apple,Software Engineer,300000,"San Francisco, CA",8,5,0,0,0
427,Facebook,Software Engineer,270000,"San Francisco, CA",3.5,0,160000,90000,20000
428,Bloomberg,Software Engineer,160000,"New York, NY",2,0,135000,0,25000
429,Proofpoint,Software Engineer,410000,"Sunnyvale, CA",13,9,200000,185000,31000
430,Facebook,Software Engineer,209000,"Menlo Park, CA",8,0,140000,55000,14000
431,Intel,Software Engineer,128000,"Santa Clara, CA",2,2,105000,12000,11000
432,Amazon,Product Manager,267000,"Seattle, WA",12,2.75,145000,122000,0
433,Microsoft,Product Manager,176000,"Redmond, WA",8,4,146000,16000,16000
434,Salesforce,Product Manager,180000,"Indianapolis, IN",10,1,0,0,0
435,Northwestern Mutual,Software Engineer,111000,"Milwaukee, WI",8,1,101000,0,10000
436,Google,Software Engineer,173000,"Mountain View, CA",1,0,116000,25000,32000
437,IBM,Product Manager,103000,"Austin, TX",0,0,0,0,0
438,Google,Software Engineer,310000,"Sunnyvale, CA",16,1,155000,470000,15000
439,Oracle,Software Engineer,510000,"Redwood City, CA",15,3,270000,240000,0
440,Amazon,Software Engineer,210000,"Boston, MA",12,4,143000,180000,30000
441,Microsoft,Data Scientist,218000,"Seattle, WA",11,11,165000,28000,23000
442,Box,Software Engineer,320000,"Redwood City, CA",10,0,190000,130000,0
443,SmartThings,Software Engineer,167000,"Minneapolis, MN",12,0.5,145000,0,22000
444,Google,Software Engineer,138000,"Seattle, WA",0,0,94000,30000,14000
445,ebay,Data Scientist,180000,"San Jose, CA",10,5,0,0,0
446,IBM,Software Engineer,96000,"New York, NY",1,1,96000,0,0
447,Salesforce,Software Engineer,190000,"San Francisco, CA",9,1,190000,52500,30000
448,Amazon,Software Engineer,275000,"Seattle, WA",4,4,145000,135000,0
449,Microsoft,Software Engineer,189000,"Redmond, WA",3,3,0,0,0
450,Intuit,Software Engineer,422000,"Mountain View, CA",6,3,203000,171000,47000
451,Intuit,Software Engineer,422000,"Mountain View, CA",6,3,203000,171000,47000
452,BOOKING.COM,Product Manager,105000,"Amsterdam, NH, Netherlands",3,1,85000,25000,10000
453,Credit Karma,Software Engineer,230000,"San Francisco, CA",11,2.5,180000,50000,15000
454,Google,Software Engineer,251000,"Zurich, ZH, Switzerland",8,6,159000,60000,32000
455,Twitter,Data Scientist,500000,"San Francisco, CA",4,4,200000,280000,20000
456,eBay,Software Engineer,163000,"San Jose, CA",1,0,138000,40000,13000
457,Amazon,Software Engineer,135000,"Seattle, WA",2,0,105000,5000,25000
458,Google,Software Engineer,236000,"Seattle, WA",6,0,133000,330000,20000
459,Microsoft,Software Engineer,220000,"Redmond, WA",7,4,160000,40000,20000
460,Google,Software Engineer,500000,"Seattle, WA",25,6,220000,220000,60000
461,Apple,Software Engineer,271000,"Cupertino, CA",12,3,168000,93000,10000
462,Facebook,Software Engineer,511000,"New York, NY",10,5,0,0,0
463,Amazon,Product Manager,325000,"Seattle, WA",12,3,160000,165000,0
464,Microsoft,Product Manager,350000,"Sunnyvale, CA",8,1,0,0,0
465,Google,Product Manager,475000,"Mountain View, CA",10,2,196000,239000,40000
466,Google,Software Engineer,257000,"New York, NY",7,1,156000,78000,23000
467,Apple,Software Engineer,152500,"Cupertino, CA",0,0,115000,17500,20000
468,Akamai,Software Engineer,162000,"Santa Clara, CA",7,1.5,120000,30000,12000
469,Amazon,Software Engineer,169000,"Dublin, DN, Ireland",15,2,105000,64000,0
470,Amazon web services,Software Engineer,230000,"Palo Alto, CA",3,3,0,0,0
471,Linkedin,Software Engineer,284000,"Sunnyvale, CA",10,0,190000,300000,19000
472,Microsoft,Software Engineer,190000,"Redmond, WA",6,4,150000,20000,20000
473,Yandex,Software Engineer,140000,"Moscow, MC, Russia",15,9,0,0,0
474,Hulu,Software Engineer,200000,"Seattle, WA",3,3,137000,36000,27000
475,Google,Product Manager,380000,"Seattle, WA",12,3,185000,0,0
476,Yandex,Software Engineer,112000,"Moscow, MC, Russia",6,5,48000,48000,15000
477,Yandex,Software Engineer,35000,"Moscow, MC, Russia",7,2,35000,0,0
478,Box,Software Engineer,185000,"Redwood City, CA",12,6,0,0,0
479,Amazon,Software Engineer,350000,"Seattle, WA",9,7,150000,200000,0
480,Amazon,Product Manager,217000,"Seattle, WA",10,4,121000,96000,0
481,Apple,Software Engineer,185000,"San Francisco, CA",0,0,115000,50000,20000
482,VMware,Software Engineer,194000,"Palo Alto, CA",7,4.5,138000,26000,23460
483,Pinterest,Software Engineer,333000,"San Francisco, CA",3,0,168000,141000,24000
484,Yandex,Software Engineer,87600,"Moscow, MC, Russia",5,5,45600,10500,31500
485,Microsoft,Software Engineer,167000,"Redmond, WA",7,7,138000,16000,13000
486,Facebook,Software Engineer,310000,"Boston, MA",5,0,140000,155000,14000
487,PayPal,Software Engineer,230000,"San Jose, CA",14,1,165000,50000,8000
488,SAP,Software Engineer,120000,"Palo Alto, CA",0,1.5,113000,0,7000
489,Facebook,Software Engineer,250000,"Menlo Park, CA",5,0,160000,300000,1600
490,Amazon,Software Engineer,160000,"Vancouver, BC, Canada",10,1,130000,0,30000
491,IBM,Software Engineer,100000,"San Jose, CA",1.5,1.5,100000,0,0
492,Dell Technologies,Software Engineer,225000,"Austin, TX",14,14,0,0,0
493,Oracle,Solution Architect,165000,"Santa Clara, CA",7,2,0,0,0
494,Amazon,Software Engineer,164000,"San Francisco, CA",4,2,127000,37000,0
495,Yandex,Software Engineer,96000,"Moscow, MC, Russia",7,7,53000,34000,11000
496,Facebook,Data Scientist,370000,"Seattle, WA",8,3,190000,140000,40000
497,Autodesk,Solution Architect,290000,"San Francisco, CA",13,5,185000,65000,36000
498,Apple,Software Engineering Manager,495000,"Cupertino, CA",10,10,220000,250000,25000
499,Dropbox,Software Engineer,180000,"San Francisco, CA",1,1,0,0,0
500,Amazon,Data Scientist,200000,"Seattle, WA",3,0,150000,105000,81000
501,Facebook,Software Engineer,95000,"Singapore, SG, Singapore",4,0,78000,15000,8000
502,Adobe,Product Manager,275000,"San Francisco, CA",5,1,170000,80000,25000
503,capital one,Software Engineer,128000,"Chicago, IL",1,1,115000,0,13000
504,Microsoft,Product Manager,140000,"Redmond, WA",5,5,0,0,0
505,Microsoft,Software Engineering Manager,325000,"Redmond, WA",13,13,190000,85000,50000
506,LinkedIn,Software Engineer,367000,"Sunnyvale, CA",15,0,200000,137000,30000
507,Google,Software Engineer,300000,"Sunnyvale, CA",7,0,155000,450000,23000
508,Atlassian,Software Engineer,165000,"San Francisco, CA",0,0,0,0,0
509,Amazon,Software Engineer,155000,"Palo Alto, CA",2,1,122000,0,27500
510,Microsoft,Data Scientist,340000,"Bellevue, WA",11,11,200000,80000,60000
511,Google,Data Scientist,690000,"Kirkland, WA",10,0,240000,298000,72000
512,Dropbox,Software Engineer,350000,"San Francisco, CA",10,1,0,0,0
513,Twitter,Software Engineer,205000,"San Francisco, CA",1.6,0.4,140000,44000,21000
514,Netflix,Data Scientist,600000,"Los Gatos, CA",3,1,600000,0,0
515,Amazon,Software Engineer,210000,"Seattle, WA",9,6,118000,87000,0
516,IBM,Software Engineer,83000,"Austin, TX",3,3,82000,0,0
517,Tesla,Software Engineer,325000,"Fremont, CA",8,1,200000,500000,0
518,Salesforce,Software Engineer,260000,"San Francisco, CA",7,2.5,0,0,0
519,Airbnb,Software Engineer,238000,"San Francisco, CA",2,2,146000,358000,0
520,Proofpoint,Software Engineer,250000,"Sunnyvale, CA",12,4,0,0,0
521,Amazon,Product Manager,240000,"Seattle, WA",13,1,160000,20000,60000
522,Google,Software Engineer,222000,"Seattle, WA",2,2,122000,61000,38000
523,Linkedin,Software Engineer,295000,"San Francisco, CA",2,2,165000,110000,20000
524,Tesla,Data Scientist,168000,"Palo Alto, CA",8,3,118000,50000,0
525,Microsoft,Software Engineer,154000,"Redmond, WA",6,3,132000,8000,14000
526,Salesforce,Software Engineer,325000,"San Francisco, CA",8,0,216000,75000,32000
527,IBM,Software Engineer,110000,"Austin, TX",8,3,108000,0,2000
528,Apple,Software Engineer,255000,"Cupertino, CA",3,3,130000,100000,25000
529,Amazon,Product Manager,460000,"Seattle, WA",20,4,160000,300000,0
530,Amazon,Software Engineering Manager,220000,"Seattle, WA",12,6,150000,70000,5000
531,LinkedIn,Software Engineer,620000,"Sunnyvale, CA",8,5,0,0,0
532,Capital One,Software Engineer,120000,"Chicago, IL",7,3,0,0,0
533,facebook,Software Engineer,165000,"Seattle, WA",3,1,165000,250000,3000
534,Google,Software Engineer,195000,"Mountain View, CA",5,5,140000,200000,20000
535,Amazon,Software Engineer,200000,"San Francisco, CA",5,5,155000,120000,60000
536,GrubHub,Data Scientist,187000,"New York, NY",4,1,150000,145000,10000
537,Oracle,Product Manager,375000,"Seattle, WA",5,1,175000,75000,125000
538,Workday,Software Engineer,135000,"Pleasanton, CA",2,2,113000,17000,5000
539,Workday,Software Engineer,135000,"Pleasanton, CA",2,2,113000,17000,5000
540,Microsoft,Product Manager,930000,"Seattle, WA",20,3,250000,550000,130000
541,Qualcomm,Software Engineer,140000,"San Diego, CA",5,5,110000,10000,19000
542,Autodesk,Software Engineer,300000,"San Francisco, CA",12,6,205000,65000,40000
543,Amazon,Software Engineer,168000,"Herndon, VA",5,1,125000,5000,40000
544,Google,Software Engineer,505000,"Mountain View, CA",11,2,220000,45000,265000
545,Lyft,Software Engineer,295000,"San Francisco, CA",4,0,175000,100000,20000
546,Homeaway,Software Engineer,115000,"Denver, CO",0,0,95000,0,10000
547,Amazon,Product Manager,190000,"Seattle, WA",9,2,110000,80000,0
548,Microsoft,Software Engineer,215000,"Seattle, WA",15,1,165000,200000,50000
549,Microsoft,Software Engineering Manager,82000,"Bangalore, KA, India",11,4,55000,17000,10000
550,Uber,Software Engineer,230000,"San Francisco, CA",3,3,160000,200000,20000
551,Google,Software Engineer,284000,"Sunnyvale, CA",3,3,160000,400000,24000
552,Cisco,Software Engineer,120000,"Vancouver, BC, Canada",5,1,105000,5000,10000
553,Intel,Software Engineer,180000,"Berlin, BE, Germany",18,15,130000,20000,30000
554,Yandex,Software Engineer,25000,"Moscow, MC, Russia",2,1,23000,0,2000
555,Google,Software Engineer,185000,"Seattle, WA",1.5,0,118000,50000,17000
556,Google,Software Engineer,237000,"Mountain View, CA",1,1,0,0,0
557,Google,Software Engineer,400000,"Mountain View, CA",6,3,160000,205000,35000
558,WeWork,Software Engineering Manager,192000,"New York, NY",10,1,192000,450000,0
559,Amazon,Software Engineer,310000,"Seattle, WA",8,3,146000,164000,0
560,Google,Software Engineer,222000,"Mountain View, CA",2,0,140000,61000,21000
561,Sony Interactive Entertainment,Software Engineer,170000,"San Francisco, CA",7,7,140000,10000,25000
562,Microsoft,Software Engineering Manager,440000,"Seattle, WA",20,0,200000,350000,150000
563,Microsoft,Software Engineer,160000,"Redmond, WA",6,3,130000,20000,10000
564,Roku,Software Engineer,225000,"Los Gatos, CA",10,1,225000,300000,0
565,Google,Software Engineer,283000,"Sunnyvale, CA",5,1,170000,350000,25000
566,Cloudera,Software Engineer,178000,"Palo Alto, CA",3,3,115000,50000,13000
567,Cloudera,Software Engineer,265000,"Palo Alto, CA",5,3,140000,100000,15000
568,Cloudera,Software Engineer,310000,"Palo Alto, CA",9,3,165000,120000,25000
569,Microsoft,Software Engineer,228000,"Sunnyvale, CA",11,6,178000,30000,30000
570,IBM,Software Engineer,225000,"New York, NY",21,21,210000,10000,5000
571,Facebook,Data Scientist,225000,"Menlo Park, CA",11,6,155000,0,0
572,LinkedIn,Software Engineer,500000,"Mountain View, CA",6,6,200000,250000,50000
573,QUALCOMM,Software Engineer,160000,"San Diego, CA",10,10,133000,15000,12000
574,Qualcomm,Software Engineer,147000,"San Diego, CA",4,4,110000,27000,10000
575,Google,Product Manager,230000,"Mountain View, CA",8,1,140000,65000,25000
576,Microsoft,Product Manager,77000,"Hyderabad, TS, India",13,3,50000,20000,7000
577,IBM,Software Engineer,167000,"San Jose, CA",10,1,162000,0,5000
578,Google,Software Engineer,326000,"Seattle, WA",10,4,150000,144000,32000
579,Salesforce,Software Engineer,540000,"San Francisco, CA",12,1,0,0,0
580,Apple,Software Engineer,200000,"Cupertino, CA",10,0,0,0,0
581,GE,Software Engineer,86000,"Albany, NY",7,1,85000,0,2000
582,Facebook,Software Engineer,390000,"Seattle, WA",17,1,192000,120000,29000
583,Dropbox,Software Engineering Manager,800000,"San Francisco, CA",8,6,0,0,0
584,Amazon,Software Engineer,192000,"Irvine, CA",2.5,2.5,131000,61000,0
